       s	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	       (Nm)	        (N)	        (N)	        (N)	       (Nm)	       (Nm)	       (Nm)	        (m)	        (m)	        (m)	      (rad)	      (rad)	      (rad)	    (m/s^2)	    (m/s^2)	    (m/s^2)	  (rad/s^2)	  (rad/s^2)	  (rad/s^2)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)	        (N)	        (N)	        (N)	      (N*m)	      (N*m)	      (N*m)

   0.017	 6.5153E+02	 0.0000E+00	 5.2145E+05	 0.0000E+00	 3.6363E+03	 0.0000E+00	-5.2670E+04	 0.0000E+00	 2.8425E+05	 0.0000E+00	-1.2173E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.6005E+02	 0.0000E+00	-5.1665E+05	 0.0000E+00	-1.8843E+03	 0.0000E+00	-3.9148E+02	 0.0000E+00	-4.8007E+03	 0.0000E+00	-1.7520E+03	 0.0000E+00	-3.2063E+03	 0.0000E+00	-1.0361E+04	 0.0000E+00	 5.0624E+04	 0.0000E+00	-2.2509E+04	 0.0000E+00	 1.9224E+04	 0.0000E+00	 1.0803E+05	 0.0000E+00	 0.0000E+00	 2.1990E+05	-1.9472E+04	-8.9437E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.9293E+04	 8.0528E+02	 3.7757E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.2860E+05	-1.5018E+04	-1.0086E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 4.0134E+04	-1.0039E+02	 2.4390E+05	 0.0000E+00	 0.0000E+00
   0.018	 6.9203E+02	 0.0000E+00	 5.3625E+05	 0.0000E+00	 3.8418E+03	 0.0000E+00	-5.3502E+04	 0.0000E+00	 2.9047E+05	 0.0000E+00	-1.2411E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.7457E+02	 0.0000E+00	-5.3170E+05	 0.0000E+00	-2.0039E+03	 0.0000E+00	-4.1746E+02	 0.0000E+00	-4.5481E+03	 0.0000E+00	-1.8379E+03	 0.0000E+00	-3.5719E+03	 0.0000E+00	-1.9044E+04	 0.0000E+00	 5.6607E+04	 0.0000E+00	-2.1872E+04	 0.0000E+00	 1.8285E+04	 0.0000E+00	 1.0579E+05	 0.0000E+00	 0.0000E+00	 2.1997E+05	-2.0717E+04	-8.9320E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.7418E+04	 9.3229E+02	 3.6612E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.2932E+05	-1.6383E+04	-1.0175E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.8802E+04	-1.3715E+02	 2.3590E+05	 0.0000E+00	 0.0000E+00
   0.019	 7.0499E+02	 0.0000E+00	 5.4986E+05	 0.0000E+00	 3.8933E+03	 0.0000E+00	-5.4210E+04	 0.0000E+00	 2.9652E+05	 0.0000E+00	-1.2641E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.8665E+02	 0.0000E+00	-5.4558E+05	 0.0000E+00	-2.1101E+03	 0.0000E+00	-4.1834E+02	 0.0000E+00	-4.2773E+03	 0.0000E+00	-1.7832E+03	 0.0000E+00	-3.9463E+03	 0.0000E+00	-2.7127E+04	 0.0000E+00	 6.2779E+04	 0.0000E+00	-2.1252E+04	 0.0000E+00	 1.7249E+04	 0.0000E+00	 1.0358E+05	 0.0000E+00	 0.0000E+00	 2.2007E+05	-2.1895E+04	-8.9225E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.5755E+04	 1.0213E+03	 3.5540E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3007E+05	-1.7712E+04	-1.0267E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.7549E+04	-1.6599E+02	 2.2836E+05	 0.0000E+00	 0.0000E+00
   0.020	 6.9212E+02	 0.0000E+00	 5.6235E+05	 0.0000E+00	 3.8009E+03	 0.0000E+00	-5.4814E+04	 0.0000E+00	 3.0240E+05	 0.0000E+00	-1.2865E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.9609E+02	 0.0000E+00	-5.5835E+05	 0.0000E+00	-2.2021E+03	 0.0000E+00	-3.9603E+02	 0.0000E+00	-3.9976E+03	 0.0000E+00	-1.5987E+03	 0.0000E+00	-4.3280E+03	 0.0000E+00	-3.4640E+04	 0.0000E+00	 6.9116E+04	 0.0000E+00	-2.0657E+04	 0.0000E+00	 1.6159E+04	 0.0000E+00	 1.0142E+05	 0.0000E+00	 0.0000E+00	 2.2020E+05	-2.3006E+04	-8.9154E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.4262E+04	 1.0774E+03	 3.4531E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3083E+05	-1.8999E+04	-1.0363E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.6364E+04	-1.8749E+02	 2.2121E+05	 0.0000E+00	 0.0000E+00
   0.021	 6.5542E+02	 0.0000E+00	 5.7380E+05	 0.0000E+00	 3.5764E+03	 0.0000E+00	-5.5330E+04	 0.0000E+00	 3.0813E+05	 0.0000E+00	-1.3082E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.0276E+02	 0.0000E+00	-5.7009E+05	 0.0000E+00	-2.2795E+03	 0.0000E+00	-3.5266E+02	 0.0000E+00	-3.7162E+03	 0.0000E+00	-1.2969E+03	 0.0000E+00	-4.7157E+03	 0.0000E+00	-4.1614E+04	 0.0000E+00	 7.5599E+04	 0.0000E+00	-2.0090E+04	 0.0000E+00	 1.5051E+04	 0.0000E+00	 9.9329E+04	 0.0000E+00	 0.0000E+00	 2.2035E+05	-2.4050E+04	-8.9108E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.2906E+04	 1.1056E+03	 3.3574E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3162E+05	-2.0237E+04	-1.0461E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.5239E+04	-2.0237E+02	 2.1441E+05	 0.0000E+00	 0.0000E+00
   0.022	 5.9706E+02	 0.0000E+00	 5.8430E+05	 0.0000E+00	 3.2326E+03	 0.0000E+00	-5.5776E+04	 0.0000E+00	 3.1371E+05	 0.0000E+00	-1.3294E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.0656E+02	 0.0000E+00	-5.8087E+05	 0.0000E+00	-2.3420E+03	 0.0000E+00	-2.9050E+02	 0.0000E+00	-3.4384E+03	 0.0000E+00	-8.9058E+02	 0.0000E+00	-5.1079E+03	 0.0000E+00	-4.8084E+04	 0.0000E+00	 8.2210E+04	 0.0000E+00	-1.9555E+04	 0.0000E+00	 1.3949E+04	 0.0000E+00	 9.7330E+04	 0.0000E+00	 0.0000E+00	 2.2054E+05	-2.5030E+04	-8.9086E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.1656E+04	 1.1106E+03	 3.2663E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3242E+05	-2.1423E+04	-1.0561E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.4167E+04	-2.1144E+02	 2.0791E+05	 0.0000E+00	 0.0000E+00
   0.023	 5.1925E+02	 0.0000E+00	 5.9392E+05	 0.0000E+00	 2.7825E+03	 0.0000E+00	-5.6163E+04	 0.0000E+00	 3.1916E+05	 0.0000E+00	-1.3500E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.0743E+02	 0.0000E+00	-5.9076E+05	 0.0000E+00	-2.3898E+03	 0.0000E+00	-2.1182E+02	 0.0000E+00	-3.1684E+03	 0.0000E+00	-3.9274E+02	 0.0000E+00	-5.5037E+03	 0.0000E+00	-5.4085E+04	 0.0000E+00	 8.8933E+04	 0.0000E+00	-1.9051E+04	 0.0000E+00	 1.2872E+04	 0.0000E+00	 9.5423E+04	 0.0000E+00	 0.0000E+00	 2.2075E+05	-2.5949E+04	-8.9089E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-5.0490E+04	 1.0967E+03	 3.1790E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3323E+05	-2.2555E+04	-1.0665E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.3142E+04	-2.1555E+02	 2.0169E+05	 0.0000E+00	 0.0000E+00
   0.024	 4.2422E+02	 0.0000E+00	 6.0273E+05	 0.0000E+00	 2.2393E+03	 0.0000E+00	-5.6504E+04	 0.0000E+00	 3.2448E+05	 0.0000E+00	-1.3702E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.0535E+02	 0.0000E+00	-5.9982E+05	 0.0000E+00	-2.4232E+03	 0.0000E+00	-1.1887E+02	 0.0000E+00	-2.9091E+03	 0.0000E+00	 1.8389E+02	 0.0000E+00	-5.9021E+03	 0.0000E+00	-5.9651E+04	 0.0000E+00	 9.5754E+04	 0.0000E+00	-1.8579E+04	 0.0000E+00	 1.1834E+04	 0.0000E+00	 9.3611E+04	 0.0000E+00	 0.0000E+00	 2.2100E+05	-2.6809E+04	-8.9118E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.9390E+04	 1.0679E+03	 3.0950E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3407E+05	-2.3631E+04	-1.0771E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.2159E+04	-2.1551E+02	 1.9572E+05	 0.0000E+00	 0.0000E+00
   0.025	 3.1414E+02	 0.0000E+00	 6.1081E+05	 0.0000E+00	 1.6158E+03	 0.0000E+00	-5.6809E+04	 0.0000E+00	 3.2967E+05	 0.0000E+00	-1.3898E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.0035E+02	 0.0000E+00	-6.0814E+05	 0.0000E+00	-2.4429E+03	 0.0000E+00	-1.3795E+01	 0.0000E+00	-2.6625E+03	 0.0000E+00	 8.2708E+02	 0.0000E+00	-6.3023E+03	 0.0000E+00	-6.4815E+04	 0.0000E+00	 1.0266E+05	 0.0000E+00	-1.8138E+04	 0.0000E+00	 1.0843E+04	 0.0000E+00	 9.1891E+04	 0.0000E+00	 0.0000E+00	 2.2127E+05	-2.7615E+04	-8.9171E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.8340E+04	 1.0276E+03	 3.0139E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3492E+05	-2.4651E+04	-1.0879E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.1212E+04	-2.1207E+02	 1.8996E+05	 0.0000E+00	 0.0000E+00
   0.026	 1.9110E+02	 0.0000E+00	 6.1820E+05	 0.0000E+00	 9.2432E+02	 0.0000E+00	-5.7084E+04	 0.0000E+00	 3.3475E+05	 0.0000E+00	-1.4090E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.9245E+02	 0.0000E+00	-6.1577E+05	 0.0000E+00	-2.4496E+03	 0.0000E+00	 1.0136E+02	 0.0000E+00	-2.4300E+03	 0.0000E+00	 1.5253E+03	 0.0000E+00	-6.7035E+03	 0.0000E+00	-6.9609E+04	 0.0000E+00	 1.0964E+05	 0.0000E+00	-1.7725E+04	 0.0000E+00	 9.9071E+03	 0.0000E+00	 9.0260E+04	 0.0000E+00	 0.0000E+00	 2.2157E+05	-2.8370E+04	-8.9249E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.7328E+04	 9.7873E+02	 2.9353E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3579E+05	-2.5617E+04	-1.0990E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 3.0297E+04	-2.0595E+02	 1.8438E+05	 0.0000E+00	 0.0000E+00
   0.027	 5.7055E+01	 0.0000E+00	 6.2498E+05	 0.0000E+00	 1.7664E+02	 0.0000E+00	-5.7337E+04	 0.0000E+00	 3.3972E+05	 0.0000E+00	-1.4278E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.8174E+02	 0.0000E+00	-6.2277E+05	 0.0000E+00	-2.4444E+03	 0.0000E+00	 2.2469E+02	 0.0000E+00	-2.2121E+03	 0.0000E+00	 2.2677E+03	 0.0000E+00	-7.1051E+03	 0.0000E+00	-7.4066E+04	 0.0000E+00	 1.1669E+05	 0.0000E+00	-1.7339E+04	 0.0000E+00	 9.0281E+03	 0.0000E+00	 8.8712E+04	 0.0000E+00	 0.0000E+00	 2.2190E+05	-2.9079E+04	-8.9351E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.6345E+04	 9.2388E+02	 2.8588E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3667E+05	-2.6529E+04	-1.1104E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.9411E+04	-1.9775E+02	 1.7898E+05	 0.0000E+00	 0.0000E+00
   0.028	-8.6145E+01	 0.0000E+00	 6.3121E+05	 0.0000E+00	-6.1625E+02	 0.0000E+00	-5.7573E+04	 0.0000E+00	 3.4459E+05	 0.0000E+00	-1.4462E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.6831E+02	 0.0000E+00	-6.2920E+05	 0.0000E+00	-2.4283E+03	 0.0000E+00	 3.5445E+02	 0.0000E+00	-2.0092E+03	 0.0000E+00	 3.0446E+03	 0.0000E+00	-7.5067E+03	 0.0000E+00	-7.8213E+04	 0.0000E+00	 1.2379E+05	 0.0000E+00	-1.6979E+04	 0.0000E+00	 8.2081E+03	 0.0000E+00	 8.7241E+04	 0.0000E+00	 0.0000E+00	 2.2225E+05	-2.9744E+04	-8.9477E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.5381E+04	 8.6522E+02	 2.7842E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3757E+05	-2.7390E+04	-1.1219E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.8551E+04	-1.8803E+02	 1.7374E+05	 0.0000E+00	 0.0000E+00
   0.029	-2.3679E+02	 0.0000E+00	 6.3693E+05	 0.0000E+00	-1.4440E+03	 0.0000E+00	-5.7796E+04	 0.0000E+00	 3.4936E+05	 0.0000E+00	-1.4642E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.5226E+02	 0.0000E+00	-6.3511E+05	 0.0000E+00	-2.4027E+03	 0.0000E+00	 4.8905E+02	 0.0000E+00	-1.8211E+03	 0.0000E+00	 3.8467E+03	 0.0000E+00	-7.9078E+03	 0.0000E+00	-8.2078E+04	 0.0000E+00	 1.3094E+05	 0.0000E+00	-1.6641E+04	 0.0000E+00	 7.4469E+03	 0.0000E+00	 8.5840E+04	 0.0000E+00	 0.0000E+00	 2.2263E+05	-3.0371E+04	-8.9625E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.4433E+04	 8.0451E+02	 2.7113E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3848E+05	-2.8203E+04	-1.1337E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.7714E+04	-1.7726E+02	 1.6863E+05	 0.0000E+00	 0.0000E+00
   0.030	-3.9331E+02	 0.0000E+00	 6.4220E+05	 0.0000E+00	-2.2972E+03	 0.0000E+00	-5.8009E+04	 0.0000E+00	 3.5403E+05	 0.0000E+00	-1.4818E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3372E+02	 0.0000E+00	-6.4055E+05	 0.0000E+00	-2.3688E+03	 0.0000E+00	 6.2703E+02	 0.0000E+00	-1.6476E+03	 0.0000E+00	 4.6661E+03	 0.0000E+00	-8.3080E+03	 0.0000E+00	-8.5687E+04	 0.0000E+00	 1.3813E+05	 0.0000E+00	-1.6323E+04	 0.0000E+00	 6.7436E+03	 0.0000E+00	 8.4502E+04	 0.0000E+00	 0.0000E+00	 2.2303E+05	-3.0963E+04	-8.9796E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.3494E+04	 7.4327E+02	 2.6399E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.3940E+05	-2.8970E+04	-1.1457E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.6898E+04	-1.6583E+02	 1.6364E+05	 0.0000E+00	 0.0000E+00
   0.031	-5.5428E+02	 0.0000E+00	 6.4705E+05	 0.0000E+00	-3.1671E+03	 0.0000E+00	-5.8215E+04	 0.0000E+00	 3.5860E+05	 0.0000E+00	-1.4991E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.1283E+02	 0.0000E+00	-6.4556E+05	 0.0000E+00	-2.3282E+03	 0.0000E+00	 7.6711E+02	 0.0000E+00	-1.4881E+03	 0.0000E+00	 5.4953E+03	 0.0000E+00	-8.7071E+03	 0.0000E+00	-8.9063E+04	 0.0000E+00	 1.4537E+05	 0.0000E+00	-1.6024E+04	 0.0000E+00	 6.0962E+03	 0.0000E+00	 8.3220E+04	 0.0000E+00	 0.0000E+00	 2.2346E+05	-3.1523E+04	-8.9987E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.2561E+04	 6.8262E+02	 2.5698E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.4034E+05	-2.9694E+04	-1.1579E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.6100E+04	-1.5407E+02	 1.5877E+05	 0.0000E+00	 0.0000E+00
   0.032	-7.1839E+02	 0.0000E+00	 6.5153E+05	 0.0000E+00	-4.0458E+03	 0.0000E+00	-5.8414E+04	 0.0000E+00	 3.6309E+05	 0.0000E+00	-1.5160E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-1.8974E+02	 0.0000E+00	-6.5019E+05	 0.0000E+00	-2.2822E+03	 0.0000E+00	 9.0813E+02	 0.0000E+00	-1.3420E+03	 0.0000E+00	 6.3280E+03	 0.0000E+00	-9.1048E+03	 0.0000E+00	-9.2227E+04	 0.0000E+00	 1.5263E+05	 0.0000E+00	-1.5740E+04	 0.0000E+00	 5.5023E+03	 0.0000E+00	 8.1988E+04	 0.0000E+00	 0.0000E+00	 2.2391E+05	-3.2055E+04	-9.0199E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.1632E+04	 6.2354E+02	 2.5009E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.4129E+05	-3.0378E+04	-1.1703E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.5321E+04	-1.4226E+02	 1.5401E+05	 0.0000E+00	 0.0000E+00
   0.033	-8.8447E+02	 0.0000E+00	 6.5567E+05	 0.0000E+00	-4.9259E+03	 0.0000E+00	-5.8608E+04	 0.0000E+00	 3.6748E+05	 0.0000E+00	-1.5326E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-1.6461E+02	 0.0000E+00	-6.5447E+05	 0.0000E+00	-2.2325E+03	 0.0000E+00	 1.0491E+03	 0.0000E+00	-1.2085E+03	 0.0000E+00	 7.1584E+03	 0.0000E+00	-9.5010E+03	 0.0000E+00	-9.5201E+04	 0.0000E+00	 1.5993E+05	 0.0000E+00	-1.5471E+04	 0.0000E+00	 4.9593E+03	 0.0000E+00	 8.0798E+04	 0.0000E+00	 0.0000E+00	 2.2438E+05	-3.2561E+04	-9.0431E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-4.0704E+04	 5.6667E+02	 2.4331E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.4226E+05	-3.1026E+04	-1.1829E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.4557E+04	-1.3061E+02	 1.4934E+05	 0.0000E+00	 0.0000E+00
   0.034	-1.0515E+03	 0.0000E+00	 6.5952E+05	 0.0000E+00	-5.8011E+03	 0.0000E+00	-5.8799E+04	 0.0000E+00	 3.7180E+05	 0.0000E+00	-1.5489E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-1.3758E+02	 0.0000E+00	-6.5843E+05	 0.0000E+00	-2.1805E+03	 0.0000E+00	 1.1891E+03	 0.0000E+00	-1.0869E+03	 0.0000E+00	 7.9816E+03	 0.0000E+00	-9.8954E+03	 0.0000E+00	-9.8003E+04	 0.0000E+00	 1.6726E+05	 0.0000E+00	-1.5214E+04	 0.0000E+00	 4.4639E+03	 0.0000E+00	 7.9646E+04	 0.0000E+00	 0.0000E+00	 2.2487E+05	-3.3044E+04	-9.0681E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.9778E+04	 5.1258E+02	 2.3664E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.4324E+05	-3.1639E+04	-1.1957E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.3808E+04	-1.1929E+02	 1.4477E+05	 0.0000E+00	 0.0000E+00
   0.035	-1.2185E+03	 0.0000E+00	 6.6310E+05	 0.0000E+00	-6.6653E+03	 0.0000E+00	-5.8986E+04	 0.0000E+00	 3.7602E+05	 0.0000E+00	-1.5649E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-1.0884E+02	 0.0000E+00	-6.6212E+05	 0.0000E+00	-2.1278E+03	 0.0000E+00	 1.3273E+03	 0.0000E+00	-9.7643E+02	 0.0000E+00	 8.7932E+03	 0.0000E+00	-1.0288E+04	 0.0000E+00	-1.0065E+05	 0.0000E+00	 1.7461E+05	 0.0000E+00	-1.4968E+04	 0.0000E+00	 4.0132E+03	 0.0000E+00	 7.8524E+04	 0.0000E+00	 0.0000E+00	 2.2539E+05	-3.3507E+04	-9.0948E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.8851E+04	 4.6163E+02	 2.3006E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.4423E+05	-3.2222E+04	-1.2087E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.3073E+04	-1.0843E+02	 1.4028E+05	 0.0000E+00	 0.0000E+00
   0.036	-1.3846E+03	 0.0000E+00	 6.6643E+05	 0.0000E+00	-7.5135E+03	 0.0000E+00	-5.9168E+04	 0.0000E+00	 3.8017E+05	 0.0000E+00	-1.5805E+07	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	 0.0000E+00	-7.8557E+01	 0.0000E+00	-6.6555E+05	 0.0000E+00	-2.0760E+03	 0.0000E+00	 1.4632E+03	 0.0000E+00	-8.7620E+02	 0.0000E+00	 9.5896E+03	 0.0000E+00	-1.0679E+04	 0.0000E+00	-1.0315E+05	 0.0000E+00	 1.8198E+05	 0.0000E+00	-1.4731E+04	 0.0000E+00	 3.6039E+03	 0.0000E+00	 7.7430E+04	 0.0000E+00	 0.0000E+00	 2.2592E+05	-3.3953E+04	-9.1233E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-3.7924E+04	 4.1404E+02	 2.2358E+05	 0.0000E+00	 0.0000E+00	 0.0000E+00	-2.4523E+05	-3.2777E+04	-1.2219E+06	 0.0000E+00	 0.0000E+00	 0.0000E+00	 2.2350E+04	-9.8113E+01	 1.3587E+05	 0.0000E+00	 0.0000E+00
